i,j
4562,145
5777,145
7280,145
12764,145
15212,145
21414,145
21675,145
24568,145
27450,145
28348,145
28702,145
28985,145
31639,145
6819,146
12428,146
15749,146
20065,146
6775,147
23036,147
29080,147
31043,147
15,148
3600,148
11413,148
18328,148
19699,148
21322,148
22437,148
29887,148
29941,148
7994,149
2,150
1379,150
6059,150
7486,150
10818,150
12746,150
16858,150
19765,150
19793,150
22990,150
25521,150
27767,150
28715,150
31666,150
4827,151
6756,151
8290,151
9059,151
10413,151
11263,151
12243,151
14749,151
16483,151
17252,151
18122,151
21382,151
23478,151
23615,151
23736,151
23916,151
27628,151
30641,151
32211,151
2009,152
3421,152
16198,152
21254,152
24022,152
25171,152
11957,153
13014,153
22780,153
9087,154
13252,154
15930,154
16889,154
21981,154
22968,154
26609,154
28641,154
4782,155
8782,155
8820,155
8996,155
16998,155
21665,155
23018,155
27611,155
31599,155
31933,155
13609,156
17002,156
24551,157
27221,157
203,158
1210,158
3362,158
3506,158
6364,158
7808,158
8172,158
12392,158
12423,158
15141,158
15336,158
15433,158
16902,158
18658,158
20163,158
21621,158
25628,158
30382,158
30539,158
31458,158
31790,158
3534,159
5940,159
10430,159
12542,159
18368,159
21765,159
24113,159
25192,159
26587,159
27927,159
29704,159
2720,160
2896,160
9405,160
11099,160
14352,160
14937,160
15091,160
23605,160
25635,160
27358,160
31195,160
15398,161
16372,161
25705,161
25886,161
8418,162
6691,163
7961,163
13654,163
19501,163
20474,163
20730,163
22405,163
23224,163
25254,163
25521,163
26461,163
526,164
1853,164
2904,164
6881,164
18035,164
2588,165
15613,165
1578,166
27966,166
997,167
2795,167
3175,167
4773,167
5160,167
9748,167
10269,167
11849,167
12192,167
13792,167
16254,167
18969,167
20495,167
20565,167
20881,167
23480,167
26095,167
26783,167
27810,167
28285,167
32386,167
12091,168
21746,168
26673,168
3420,169
10490,169
11075,169
13321,169
20984,169
29468,169
29806,169
18455,170
22153,170
29031,170
31001,170
941,171
3515,171
12974,171
15533,171
17890,171
18206,171
30676,171
31570,171
668,172
782,172
841,172
1594,172
3220,172
3456,172
3648,172
4115,172
5358,172
6336,172
6613,172
7136,172
7208,172
7229,172
8363,172
8482,172
9344,172
9789,172
10744,172
11135,172
11171,172
12007,172
12435,172
15133,172
15227,172
15500,172
15877,172
16603,172
20628,172
21545,172
21554,172
22229,172
23364,172
24319,172
26460,172
26481,172
26613,172
27047,172
31703,172
3529,173
10360,173
16767,173
25513,173
27353,173
1425,174
3092,174
7790,174
8617,174
10483,174
15691,174
17542,174
18802,174
18985,174
21992,174
22904,174
25171,174
30612,174
31099,174
96,175
1861,176
4391,176
5210,176
7028,176
7427,176
9013,176
9491,176
11692,176
13568,176
13821,176
15157,176
17918,176
18370,176
20016,176
20578,176
22411,176
23586,176
24166,176
24560,176
25141,176
26845,176
27157,176
28084,176
31516,176
817,177
12296,177
18972,177
24873,177
27532,177
28317,177
336,178
571,178
2446,178
2917,178
4485,178
6200,178
6318,178
6696,178
7491,178
8585,178
8702,178
9365,178
10361,178
10818,178
10993,178
11942,178
12753,178
15639,178
16895,178
17720,178
19765,178
19802,178
23672,178
24140,178
26790,178
13237,179
1335,180
1685,180
4320,180
6417,180
7969,180
9429,180
11465,180
12168,180
12681,180
15206,180
18927,180
18983,180
19150,180
26097,180
29654,180
30452,180
32247,180
16086,181
24409,181
925,182
1672,182
3226,182
3683,182
5052,182
5463,182
5638,182
5708,182
5729,182
6315,182
7193,182
9959,182
10960,182
11099,182
11127,182
11136,182
11879,182
12956,182
13345,182
13805,182
14712,182
15132,182
16146,182
16176,182
17213,182
21194,182
21526,182
22276,182
23176,182
27849,182
28129,182
28484,182
29423,182
29925,182
30766,182
31201,182
31802,182
509,183
1263,184
12272,184
17643,184
20314,184
26174,184
22118,185
86,186
3054,186
3504,186
3818,186
4299,186
7275,186
8278,186
8906,186
11580,186
12430,186
17678,186
22973,186
29420,186
14495,187
26799,188
342,189
671,189
1000,189
4827,189
6765,189
11763,189
12537,189
13087,189
15363,189
18777,189
23697,189
24953,189
14136,190
25244,190
1960,191
13704,191
16998,191
27358,191
31225,191
14670,192
19119,192
23540,192
24551,192
29193,192
30163,192
11399,193
11569,193
283,194
911,194
1086,194
1125,194
2893,194
3502,194
3825,194
3850,194
3977,194
4266,194
4540,194
5743,194
5784,194
6094,194
7125,194
7942,194
8257,194
8621,194
10010,194
10187,194
10890,194
10956,194
11101,194
11302,194
11817,194
12999,194
13716,194
13864,194
15055,194
15095,194
15625,194
16085,194
17492,194
17612,194
18363,194
19156,194
19449,194
19855,194
20292,194
20300,194
20641,194
21084,194
21321,194
21354,194
21521,194
21623,194
21772,194
22066,194
22646,194
23760,194
23796,194
24490,194
25597,194
26270,194
28176,194
28353,194
31190,194
31468,194
32361,194
5299,195
26427,195
665,196
788,196
1643,196
2118,196
2389,196
4025,196
5179,196
7984,196
8346,196
8710,196
9634,196
13091,196
14697,196
14979,196
15861,196
16185,196
17041,196
17617,196
17953,196
21662,196
25060,196
27158,196
28714,196
29857,196
30491,196
31631,196
9645,197
22780,197
23036,197
25884,197
1037,198
52,199
76,199
1846,199
4201,199
4642,199
4743,199
5156,199
6440,199
6933,199
8043,199
8406,199
11045,199
13994,199
14372,199
14830,199
15073,199
15532,199
18166,199
18871,199
20452,199
20933,199
21548,199
23117,199
23183,199
23714,199
24759,199
25825,199
26349,199
26660,199
27744,199
27937,199
28004,199
29834,199
30370,199
30627,199
31869,199
31946,199
130,200
46,201
1044,201
5381,201
5719,201
7483,201
7654,201
9893,201
11173,201
11245,201
11723,201
14901,201
16439,201
16696,201
17830,201
20176,201
21388,201
22159,201
24330,201
26755,201
27368,201
29790,201
31332,201
314,202
416,202
2271,202
2659,202
2752,202
3393,202
3693,202
4273,202
5710,202
6810,202
6964,202
7012,202
7049,202
7051,202
7899,202
9201,202
9648,202
10933,202
13061,202
13668,202
15081,202
16275,202
16615,202
17587,202
19822,202
21000,202
21433,202
23448,202
24951,202
25640,202
27801,202
30752,202
32356,202
21,203
158,203
890,203
1417,203
1974,203
2799,203
2949,203
3211,203
3560,203
5450,203
6596,203
6619,203
7508,203
7668,203
10670,203
11475,203
11701,203
11772,203
16256,203
16960,203
17086,203
18987,203
20163,203
24645,203
24985,203
25055,203
26783,203
29486,203
31924,203
10995,204
25189,204
15513,205
25098,205
28604,205
560,206
1216,206
2062,206
2382,206
2650,206
2707,206
2723,206
2927,206
3082,206
3151,206
3241,206
3506,206
3560,206
3573,206
3754,206
3761,206
3843,206
4030,206
4098,206
4112,206
4500,206
4523,206
5193,206
5530,206
5539,206
5704,206
5831,206
6078,206
6401,206
6478,206
6674,206
6990,206
7484,206
7588,206
8102,206
8560,206
8810,206
8929,206
8992,206
9185,206
9559,206
10151,206
11023,206
11465,206
11699,206
11756,206
12754,206
12970,206
13063,206
13692,206
13838,206
14072,206
14241,206
14439,206
14592,206
14742,206
15221,206
15268,206
15343,206
15411,206
16031,206
16048,206
16543,206
16586,206
17248,206
17553,206
18412,206
18567,206
19195,206
19216,206
19643,206
20353,206
20495,206
20820,206
20861,206
20919,206
21036,206
21087,206
21353,206
21400,206
21420,206
22063,206
22620,206
22989,206
23179,206
23289,206
23330,206
23631,206
24533,206
25247,206
25582,206
26297,206
26574,206
26703,206
27229,206
27481,206
27651,206
27928,206
27942,206
28094,206
28306,206
28948,206
29653,206
29682,206
30399,206
30528,206
31348,206
31458,206
31478,206
31523,206
32145,206
32386,206
6144,207
6350,207
7097,207
11929,207
12291,207
14817,207
19879,207
6280,208
13409,208
27097,208
1696,209
7812,209
13586,209
29170,209
1671,210
2671,210
3088,210
4541,210
6007,210
13889,210
20014,210
20599,210
20672,210
23719,210
30777,210
9887,211
12999,212
21027,212
15,213
116,213
343,213
405,213
963,213
1089,213
1148,213
1472,213
1687,213
2040,213
2471,213
2497,213
2556,213
2616,213
2924,213
3102,213
3918,213
4013,213
4106,213
4188,213
4197,213
4350,213
4482,213
4635,213
4712,213
5313,213
5411,213
5604,213
6375,213
6443,213
7133,213
7170,213
8418,213
8638,213
9345,213
10442,213
10460,213
10482,213
10864,213
10884,213
11351,213
11413,213
11484,213
11950,213
12841,213
13262,213
14090,213
14911,213
15207,213
16116,213
17060,213
17182,213
17369,213
17622,213
17872,213
18273,213
18459,213
18522,213
18585,213
18835,213
19033,213
19686,213
19802,213
20164,213
20460,213
20844,213
21115,213
21466,213
21678,213
21777,213
22002,213
22012,213
22049,213
22350,213
22779,213
22780,213
22870,213
23675,213
23936,213
24305,213
24360,213
24559,213
24895,213
26486,213
26569,213
27016,213
27257,213
27742,213
27945,213
28559,213
28859,213
29276,213
29455,213
29673,213
30293,213
30808,213
31145,213
31545,213
31715,213
364,214
521,214
660,214
786,214
811,214
829,214
931,214
1033,214
1152,214
1285,214
2714,214
3507,214
5234,214
6587,214
6886,214
7133,214
7301,214
7941,214
8321,214
12333,214
12568,214
13968,214
14001,214
14382,214
15873,214
16693,214
16949,214
19359,214
19868,214
20558,214
21010,214
22132,214
22531,214
22560,214
23546,214
25637,214
28662,214
28716,214
29640,214
29764,214
30605,214
31702,214
478,215
687,215
966,215
1089,215
1354,215
1511,215
1980,215
2185,215
2630,215
3131,215
3284,215
3319,215
3600,215
3991,215
4530,215
5035,215
5234,215
5546,215
5718,215
6130,215
6448,215
6902,215
6937,215
7181,215
7598,215
7642,215
7794,215
7870,215
7909,215
8047,215
8095,215
8545,215
8587,215
9016,215
9498,215
10165,215
10400,215
10642,215
10730,215
10902,215
13180,215
14195,215
14270,215
14410,215
14529,215
15448,215
15513,215
16535,215
17279,215
17301,215
17841,215
18116,215
18430,215
18674,215
18788,215
19060,215
19068,215
19507,215
20189,215
20246,215
20534,215
20595,215
20629,215
21056,215
21124,215
21259,215
21423,215
22610,215
23378,215
23408,215
23611,215
23980,215
24423,215
24794,215
25057,215
25089,215
25168,215
25230,215
25573,215
26034,215
26079,215
26355,215
26465,215
26564,215
27070,215
27104,215
27395,215
27495,215
28344,215
29560,215
30113,215
30808,215
31875,215
31914,215
32072,215
32113,215
1591,216
7026,216
7397,216
9231,216
9504,216
1754,217
5804,217
25549,217
25528,218
5216,219
6904,219
7584,219
13112,219
1834,220
9311,220
17324,220
18241,220
20798,220
22804,220
23877,220
1656,221
7714,221
17216,221
24137,221
21035,222
1846,223
2728,223
3390,223
4201,223
9551,223
10950,223
12743,223
13679,223
15532,223
16135,223
17540,223
18166,223
19394,223
20690,223
21548,223
23714,223
24641,223
24814,223
24981,223
25387,223
26814,223
27506,223
27937,223
29099,223
29311,223
31669,223
31780,223
1375,224
1566,224
3936,224
4965,224
5159,224
5902,224
8859,224
8996,224
11015,224
11464,224
12010,224
12090,224
13036,224
13483,224
13893,224
14709,224
14937,224
15091,224
16290,224
16678,224
16945,224
18021,224
21109,224
21526,224
22086,224
22225,224
23544,224
24011,224
24202,224
24383,224
24400,224
24430,224
25635,224
26191,224
26944,224
27696,224
28303,224
28550,224
30078,224
31053,224
31195,224
31262,224
86,225
1386,225
1408,225
2177,225
2722,225
3852,225
9298,225
10754,225
10827,225
13421,225
14442,225
17060,225
17972,225
18251,225
18700,225
18948,225
19404,225
21467,225
23520,225
25430,225
25773,225
28152,225
29735,225
31097,225
31255,225
29368,226
2349,227
29345,227
31306,227
3605,228
11293,228
19045,228
17534,229
956,230
1318,230
2593,230
2839,230
7465,230
14794,230
18518,230
21658,230
22641,230
23820,230
25601,230
28345,230
28702,230
30628,230
30880,230
31477,230
32334,230
3247,231
14860,231
16125,231
22489,231
22539,231
30341,231
11134,232
29034,232
32080,232
3605,233
6359,233
14335,233
14834,233
18274,233
22830,233
23538,233
24125,233
25573,233
25719,233
25789,233
31592,233
31720,233
11452,234
11918,234
107,235
307,235
621,235
646,235
848,235
1166,235
2324,235
2557,235
2669,235
2910,235
3837,235
3948,235
4519,235
5373,235
5577,235
6211,235
6249,235
7197,235
9040,235
9483,235
9820,235
10340,235
10494,235
11333,235
11463,235
13319,235
13552,235
13693,235
13837,235
14255,235
14934,235
15075,235
15884,235
16025,235
16104,235
16134,235
16862,235
17043,235
17713,235
17793,235
18488,235
19376,235
20278,235
20768,235
21465,235
22159,235
22972,235
23284,235
23505,235
24466,235
24489,235
24912,235
25208,235
25314,235
27357,235
27507,235
27586,235
28116,235
28813,235
29720,235
30006,235
31086,235
31372,235
358,236
867,236
1808,236
3580,236
3587,236
3698,236
6760,236
7280,236
7338,236
8099,236
8516,236
12355,236
12418,236
12857,236
12878,236
13002,236
13534,236
17507,236
19896,236
20784,236
21032,236
23968,236
24262,236
25689,236
27372,236
27376,236
29398,236
30020,236
31049,236
13730,237
16670,237
501,238
7229,238
10093,238
13247,238
15480,238
19297,238
27285,238
9329,239
6482,240
8753,240
9806,240
14989,240
17165,240
18715,240
23870,240
4544,241
12128,241
16487,241
17509,241
18021,241
22552,241
27422,241
3169,242
3757,242
4598,242
5577,242
6925,242
9233,242
12292,242
13706,242
19326,242
20144,242
21853,242
26976,242
24293,243
613,244
1685,244
2743,244
3117,244
3769,244
7300,244
7451,244
10088,244
11307,244
11851,244
12107,244
17040,244
17553,244
21154,244
23828,244
25138,244
25179,244
26339,244
761,245
805,245
3479,245
4499,245
6138,245
10316,245
14225,245
16010,245
16506,245
19237,245
22449,245
23397,245
24894,245
26103,245
27212,245
28896,245
28949,245
1205,246
2258,246
2508,246
2904,246
3586,246
4014,246
4410,246
4877,246
4917,246
5532,246
6367,246
6430,246
8759,246
8976,246
9326,246
9805,246
9844,246
10728,246
10785,246
11446,246
12900,246
13674,246
14860,246
16372,246
18934,246
19052,246
23587,246
24663,246
25522,246
27178,246
27538,246
27688,246
29260,246
1717,247
1406,248
12596,248
2619,249
3082,249
3143,249
3506,249
3754,249
4564,249
6093,249
8560,249
13210,249
14241,249
14592,249
19476,249
20820,249
21621,249
23013,249
29975,249
32098,249
2241,250
2367,250
5797,250
9996,250
11173,250
13770,250
16651,250
17841,250
21260,250
28965,250
86,251
2476,251
8215,251
9187,251
18530,251
20156,251
28958,251
30741,251
2707,252
3143,252
5605,252
6984,252
7792,252
8214,252
8941,252
10692,252
13116,252
16258,252
16729,252
22093,252
22689,252
23631,252
30674,252
31809,252
31989,252
469,253
2516,253
2948,253
3424,253
4926,253
5539,253
5732,253
6139,253
9359,253
11763,253
11785,253
12537,253
14893,253
15363,253
16102,253
16521,253
19531,253
22302,253
23697,253
24290,253
26671,253
27863,253
28253,253
31581,253
731,254
7479,254
11258,254
23507,254
23693,254
30378,254
30554,254
1407,255
6463,255
7216,255
13389,255
18758,255
26954,255
28802,255
29891,255
1083,256
1274,256
5353,256
8141,256
8736,256
12950,256
15741,256
23897,256
30986,256
6585,257
20186,257
1061,258
805,259
2675,259
5248,259
5498,259
6743,259
7674,259
10649,259
11433,259
11998,259
13073,259
14234,259
17585,259
18800,259
19615,259
19857,259
23217,259
23397,259
23595,259
24381,259
24384,259
25826,259
2427,260
10280,260
14211,260
15447,260
16785,260
18984,261
508,262
552,262
595,262
650,262
731,262
900,262
980,262
1138,262
1250,262
1349,262
1644,262
1834,262
1938,262
1954,262
2352,262
2375,262
2445,262
2637,262
3246,262
3351,262
3697,262
4065,262
4278,262
4573,262
4734,262
4820,262
5021,262
5634,262
5920,262
6184,262
6459,262
6666,262
6687,262
6816,262
6856,262
6867,262
7131,262
7200,262
7309,262
7665,262
7713,262
7726,262
7795,262
7866,262
7959,262
8065,262
8365,262
8536,262
9241,262
10279,262
10349,262
10465,262
10476,262
10726,262
10875,262
10930,262
11048,262
11656,262
11670,262
11776,262
11919,262
12432,262
12521,262
12731,262
13190,262
13598,262
13633,262
13811,262
13867,262
14098,262
14156,262
14278,262
14430,262
14622,262
15415,262
15508,262
15543,262
15691,262
15702,262
15976,262
16919,262
17365,262
18634,262
18784,262
19100,262
19468,262
19667,262
20063,262
21229,262
21630,262
21693,262
22353,262
22385,262
22835,262
23171,262
23578,262
23655,262
23879,262
24258,262
25157,262
25522,262
25643,262
25807,262
26233,262
26903,262
27023,262
27399,262
27776,262
27981,262
28169,262
28492,262
28635,262
28752,262
28764,262
28787,262
28998,262
29055,262
29454,262
29746,262
29749,262
29924,262
30179,262
30317,262
30582,262
30760,262
30903,262
31363,262
31492,262
31961,262
32267,262
4236,263
7749,263
10489,263
14199,263
24551,263
30756,263
3101,264
3640,264
4378,264
5211,264
5667,264
7069,264
7455,264
7725,264
8673,264
13437,264
13948,264
14607,264
17589,264
17698,264
18748,264
18868,264
19200,264
20339,264
21423,264
23086,264
23636,264
25389,264
28331,264
29941,264
30902,264
30971,264
31279,264
31438,264
28744,265
391,266
902,266
1930,266
2301,266
2893,266
3010,266
3252,266
3376,266
5355,266
6777,266
7242,266
8361,266
9246,266
10751,266
11128,266
12266,266
13700,266
14003,266
14740,266
14811,266
15754,266
16608,266
16847,266
16901,266
17728,266
17904,266
18642,266
20350,266
20517,266
21030,266
21798,266
21966,266
22332,266
23457,266
24670,266
25976,266
27334,266
28820,266
30701,266
19639,267
1362,268
4937,268
5894,268
7018,268
22988,268
23941,268
15,269
80,269
15974,269
21578,269
22307,269
25844,269
25902,269
381,270
1586,270
2284,270
3777,270
4448,270
5552,270
8587,270
8779,270
14147,270
30525,270
32283,270
6749,271
465,272
1149,272
1333,272
1483,272
1599,272
1737,272
1751,272
1825,272
1959,272
2157,272
2316,272
2327,272
2408,272
2569,272
2928,272
3030,272
3110,272
3272,272
3345,272
3462,272
3496,272
3502,272
3875,272
4006,272
4173,272
4266,272
4367,272
4373,272
4568,272
4584,272
4872,272
5090,272
5372,272
5406,272
5467,272
5485,272
5507,272
5612,272
5771,272
5961,272
6235,272
6366,272
6536,272
6631,272
6656,272
6965,272
7180,272
8059,272
8316,272
8618,272
8939,272
9076,272
9346,272
9432,272
9514,272
10062,272
10127,272
10239,272
10632,272
11062,272
11146,272
12448,272
12500,272
12535,272
12596,272
12675,272
13181,272
13809,272
13823,272
13902,272
14004,272
14644,272
15255,272
15416,272
15798,272
15950,272
16098,272
16377,272
16400,272
16531,272
16613,272
16621,272
16778,272
16782,272
17025,272
17496,272
17548,272
17588,272
17626,272
17826,272
17978,272
18366,272
18607,272
18669,272
18840,272
19038,272
19280,272
19922,272
19923,272
19938,272
20214,272
20331,272
20662,272
20948,272
21153,272
21376,272
21606,272
22358,272
22558,272
23423,272
23496,272
24200,272
24394,272
24763,272
24840,272
24990,272
25029,272
25326,272
25466,272
25525,272
25567,272
25588,272
25761,272
25973,272
26110,272
26213,272
26280,272
27482,272
27926,272
28480,272
28505,272
28529,272
28542,272
28861,272
29022,272
29025,272
29122,272
29323,272
29570,272
29618,272
30716,272
30746,272
30955,272
31258,272
31468,272
31576,272
31687,272
31843,272
31948,272
32108,272
32313,272
9629,273
15348,273
17633,273
18221,273
19231,273
24408,273
26860,273
27348,273
31097,273
2398,274
3465,274
22153,274
7249,275
8117,275
13292,275
13533,275
731,276
2378,276
3265,276
3458,276
4248,276
4914,276
5375,276
5900,276
6485,276
7795,276
7800,276
8780,276
9902,276
12680,276
12731,276
13038,276
13579,276
14438,276
15346,276
16125,276
16139,276
16239,276
18028,276
20106,276
20159,276
20672,276
21314,276
21975,276
23727,276
24574,276
24663,276
25943,276
26709,276
26962,276
28839,276
29134,276
29143,276
29260,276
31456,276
31677,276
806,277
1116,277
1463,277
2739,277
5145,277
7097,277
7369,277
15527,277
16572,277
19416,277
19879,277
21006,277
21805,277
23737,277
26353,277
27864,277
28683,277
1324,278
2439,278
2895,278
3574,278
10057,278
12960,278
16280,278
16811,278
17494,278
17539,278
19224,278
23456,278
28858,278
30586,278
31597,278
24162,279
36,280
1817,280
2983,280
7084,280
8218,280
8428,280
9094,280
9216,280
10582,280
11456,280
14335,280
15523,280
16815,280
17208,280
22699,280
23071,280
23205,280
23806,280
24291,280
25201,280
26751,280
1573,281
2148,281
3040,281
4714,281
5148,281
6525,281
7259,281
7437,281
9002,281
10887,281
11441,281
11951,281
13528,281
16123,281
16804,281
18981,281
19734,281
20373,281
20469,281
22045,281
22559,281
22584,281
23144,281
28164,281
28165,281
30057,281
31844,281
21004,282
194,283
2104,283
3502,283
5250,283
368,284
690,284
939,284
1957,284
2507,284
2658,284
3774,284
4196,284
4214,284
5094,284
5202,284
6545,284
6686,284
6763,284
7649,284
9168,284
9417,284
9621,284
9771,284
9828,284
11170,284
11643,284
12426,284
12547,284
15049,284
15801,284
16302,284
16525,284
19496,284
19802,284
21554,284
21777,284
23409,284
24088,284
25856,284
27307,284
27389,284
32012,284
32072,284
1364,285
2761,285
4937,285
5307,285
6399,285
7018,285
9477,285
11859,285
22381,285
31428,285
17146,286
821,287
1057,287
8838,287
12758,287
15788,287
16916,287
17414,287
19089,287
21124,287
26195,287
27065,287
29357,287
30952,287
12259,288
21233,288
24000,288
27117,288
27847,288
24102,289
691,290
8854,290
9718,290
15438,290
16153,290
17755,290
18313,290
24550,290
26857,290
26981,290
29300,290
